
feature: mico	DF[0]:2	DF[1]:0	DF[2]:2	DF[3]:1	DF[4]:11	TTF[0]:2	TTF[1]:0	TTF[2]:2	TTF[3]:1	TTF[4]:11
feature: 123	DF[0]:2	DF[1]:2	DF[2]:0	DF[3]:1	DF[4]:11	TTF[0]:2	TTF[1]:2	TTF[2]:0	TTF[3]:1	TTF[4]:11
feature: moviesvideo	DF[0]:0	DF[1]:4	DF[2]:4	DF[3]:2	DF[4]:22	TTF[0]:0	TTF[1]:4	TTF[2]:4	TTF[3]:2	TTF[4]:22
feature: thinner	DF[0]:43	DF[1]:9	DF[2]:50	DF[3]:156	DF[4]:561	TTF[0]:44	TTF[1]:9	TTF[2]:72	TTF[3]:190	TTF[4]:598
feature: taper	DF[0]:3	DF[1]:0	DF[2]:1	DF[3]:24	DF[4]:25	TTF[0]:4	TTF[1]:0	TTF[2]:1	TTF[3]:45	TTF[4]:35
feature: sdxc	DF[0]:4	DF[1]:1	DF[2]:5	DF[3]:48	DF[4]:77	TTF[0]:6	TTF[1]:1	TTF[2]:10	TTF[3]:64	TTF[4]:93
feature: ultraport	DF[0]:0	DF[1]:1	DF[2]:3	DF[3]:10	DF[4]:23	TTF[0]:0	TTF[1]:1	TTF[2]:3	TTF[3]:11	TTF[4]:24
feature: wad	DF[0]:3	DF[1]:0	DF[2]:0	DF[3]:3	DF[4]:9	TTF[0]:3	TTF[1]:0	TTF[2]:0	TTF[3]:3	TTF[4]:11
feature: 4hrs	DF[0]:2	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:6	TTF[0]:2	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: 068	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:2	TTF[4]:6
feature: frontrear	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:2	TTF[4]:6
feature: ivi	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:2	TTF[4]:6
feature: 13rd	DF[0]:0	DF[1]:2	DF[2]:0	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:2	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: supportth	DF[0]:0	DF[1]:2	DF[2]:0	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:2	TTF[2]:0	TTF[3]:2	TTF[4]:6
feature: golaunch	DF[0]:0	DF[1]:2	DF[2]:0	DF[3]:2	DF[4]:6	TTF[0]:0	TTF[1]:2	TTF[2]:0	TTF[3]:5	TTF[4]:6
feature: reckon	DF[0]:0	DF[1]:3	DF[2]:0	DF[3]:3	DF[4]:9	TTF[0]:0	TTF[1]:3	TTF[2]:0	TTF[3]:3	TTF[4]:10
feature: waffl	DF[0]:0	DF[1]:5	DF[2]:0	DF[3]:5	DF[4]:15	TTF[0]:0	TTF[1]:5	TTF[2]:0	TTF[3]:5	TTF[4]:21
feature: fiend	DF[0]:2	DF[1]:2	DF[2]:0	DF[3]:0	DF[4]:6	TTF[0]:2	TTF[1]:2	TTF[2]:0	TTF[3]:0	TTF[4]:6
feature: jinx	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:6	DF[4]:2	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:6	TTF[4]:2
feature: shinier	DF[0]:0	DF[1]:2	DF[2]:0	DF[3]:6	DF[4]:2	TTF[0]:0	TTF[1]:2	TTF[2]:0	TTF[3]:6	TTF[4]:2
feature: el	DF[0]:24	DF[1]:9	DF[2]:12	DF[3]:52	DF[4]:231	TTF[0]:50	TTF[1]:13	TTF[2]:16	TTF[3]:86	TTF[4]:394
feature: llc	DF[0]:6	DF[1]:2	DF[2]:2	DF[3]:0	DF[4]:0	TTF[0]:8	TTF[1]:2	TTF[2]:4	TTF[3]:0	TTF[4]:0
feature: firehd	DF[0]:1	DF[1]:0	DF[2]:1	DF[3]:9	DF[4]:14	TTF[0]:1	TTF[1]:0	TTF[2]:3	TTF[3]:13	TTF[4]:17
feature: mahjong	DF[0]:1	DF[1]:0	DF[2]:1	DF[3]:9	DF[4]:14	TTF[0]:1	TTF[1]:0	TTF[2]:1	TTF[3]:11	TTF[4]:15
feature: survey	DF[0]:0	DF[1]:11	DF[2]:0	DF[3]:8	DF[4]:28	TTF[0]:0	TTF[1]:12	TTF[2]:0	TTF[3]:8	TTF[4]:31
feature: farm	DF[0]:0	DF[1]:3	DF[2]:0	DF[3]:9	DF[4]:14	TTF[0]:0	TTF[1]:3	TTF[2]:0	TTF[3]:10	TTF[4]:14
feature: militari	DF[0]:4	DF[1]:1	DF[2]:4	DF[3]:10	DF[4]:45	TTF[0]:4	TTF[1]:1	TTF[2]:4	TTF[3]:10	TTF[4]:45
feature: heft	DF[0]:0	DF[1]:0	DF[2]:13	DF[3]:28	DF[4]:55	TTF[0]:0	TTF[1]:0	TTF[2]:13	TTF[3]:36	TTF[4]:56
feature: chest	DF[0]:1	DF[1]:1	DF[2]:4	DF[3]:6	DF[4]:28	TTF[0]:1	TTF[1]:1	TTF[2]:4	TTF[3]:6	TTF[4]:31
feature: lightest	DF[0]:1	DF[1]:2	DF[2]:7	DF[3]:49	DF[4]:74	TTF[0]:1	TTF[1]:2	TTF[2]:9	TTF[3]:49	TTF[4]:79
feature: worri	DF[0]:70	DF[1]:55	DF[2]:102	DF[3]:391	DF[4]:1365	TTF[0]:85	TTF[1]:58	TTF[2]:110	TTF[3]:433	TTF[4]:1470
feature: toptier	DF[0]:0	DF[1]:2	DF[2]:0	DF[3]:9	DF[4]:9	TTF[0]:0	TTF[1]:2	TTF[2]:0	TTF[3]:9	TTF[4]:9
feature: 89	DF[0]:104	DF[1]:140	DF[2]:220	DF[3]:675	DF[4]:2634	TTF[0]:185	TTF[1]:203	TTF[2]:358	TTF[3]:1178	TTF[4]:3967
feature: 17th	DF[0]:18	DF[1]:1	DF[2]:0	DF[3]:5	DF[4]:3	TTF[0]:18	TTF[1]:1	TTF[2]:0	TTF[3]:5	TTF[4]:3
feature: gs3	DF[0]:2	DF[1]:1	DF[2]:1	DF[3]:2	DF[4]:16	TTF[0]:2	TTF[1]:1	TTF[2]:3	TTF[3]:11	TTF[4]:16
feature: 310	DF[0]:2	DF[1]:1	DF[2]:1	DF[3]:16	DF[4]:2	TTF[0]:2	TTF[1]:1	TTF[2]:1	TTF[3]:16	TTF[4]:2
feature: bf	DF[0]:10	DF[1]:0	DF[2]:8	DF[3]:4	DF[4]:48	TTF[0]:10	TTF[1]:0	TTF[2]:8	TTF[3]:5	TTF[4]:48
feature: brainer	DF[0]:4	DF[1]:9	DF[2]:16	DF[3]:50	DF[4]:169	TTF[0]:4	TTF[1]:9	TTF[2]:16	TTF[3]:51	TTF[4]:174
feature: microsdhc	DF[0]:2	DF[1]:1	DF[2]:3	DF[3]:16	DF[4]:41	TTF[0]:2	TTF[1]:1	TTF[2]:8	TTF[3]:22	TTF[4]:44
feature: moviesth	DF[0]:1	DF[1]:2	DF[2]:1	DF[3]:7	DF[4]:24	TTF[0]:1	TTF[1]:2	TTF[2]:1	TTF[3]:7	TTF[4]:24
feature: recours	DF[0]:23	DF[1]:7	DF[2]:0	DF[3]:1	DF[4]:4	TTF[0]:23	TTF[1]:12	TTF[2]:0	TTF[3]:1	TTF[4]:4
feature: unattract	DF[0]:2	DF[1]:0	DF[2]:0	DF[3]:5	DF[4]:9	TTF[0]:2	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:9
feature: 4x3	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:5	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:6	TTF[4]:9
feature: marin	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:5	DF[4]:9	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:5	TTF[4]:9
feature: faze	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:9	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:9
feature: foreground	DF[0]:9	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:5	TTF[0]:9	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:5
feature: 18000	DF[0]:9	DF[1]:0	DF[2]:0	DF[3]:2	DF[4]:5	TTF[0]:9	TTF[1]:0	TTF[2]:0	TTF[3]:2	TTF[4]:5
feature: applib	DF[0]:5	DF[1]:0	DF[2]:2	DF[3]:9	DF[4]:0	TTF[0]:7	TTF[1]:0	TTF[2]:2	TTF[3]:14	TTF[4]:0
feature: repairreplac	DF[0]:5	DF[1]:9	DF[2]:2	DF[3]:0	DF[4]:0	TTF[0]:5	TTF[1]:9	TTF[2]:2	TTF[3]:0	TTF[4]:0
feature: adventur	DF[0]:5	DF[1]:3	DF[2]:0	DF[3]:11	DF[4]:39	TTF[0]:5	TTF[1]:3	TTF[2]:0	TTF[3]:11	TTF[4]:43
feature: counterpart	DF[0]:1	DF[1]:3	DF[2]:5	DF[3]:19	DF[4]:56	TTF[0]:1	TTF[1]:3	TTF[2]:6	TTF[3]:21	TTF[4]:64
feature: pant	DF[0]:3	DF[1]:3	DF[2]:6	DF[3]:37	DF[4]:87	TTF[0]:3	TTF[1]:3	TTF[2]:6	TTF[3]:39	TTF[4]:102
feature: cake	DF[0]:8	DF[1]:0	DF[2]:13	DF[3]:29	DF[4]:103	TTF[0]:8	TTF[1]:0	TTF[2]:13	TTF[3]:29	TTF[4]:106
feature: dad	DF[0]:36	DF[1]:18	DF[2]:14	DF[3]:57	DF[4]:318	TTF[0]:38	TTF[1]:20	TTF[2]:17	TTF[3]:65	TTF[4]:355
feature: endors	DF[0]:5	DF[1]:1	DF[2]:3	DF[3]:3	DF[4]:31	TTF[0]:5	TTF[1]:1	TTF[2]:3	TTF[3]:3	TTF[4]:31
feature: freakin	DF[0]:2	DF[1]:1	DF[2]:1	DF[3]:4	DF[4]:20	TTF[0]:2	TTF[1]:1	TTF[2]:1	TTF[3]:4	TTF[4]:21
feature: transmitt	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:6	DF[4]:13	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:7	TTF[4]:13
feature: craig	DF[0]:6	DF[1]:1	DF[2]:0	DF[3]:1	DF[4]:13	TTF[0]:8	TTF[1]:1	TTF[2]:0	TTF[3]:1	TTF[4]:14
feature: stylish	DF[0]:6	DF[1]:2	DF[2]:16	DF[3]:25	DF[4]:113	TTF[0]:6	TTF[1]:3	TTF[2]:16	TTF[3]:25	TTF[4]:115
feature: outlin	DF[0]:2	DF[1]:3	DF[2]:1	DF[3]:21	DF[4]:45	TTF[0]:2	TTF[1]:3	TTF[2]:1	TTF[3]:21	TTF[4]:45
feature: hunger	DF[0]:0	DF[1]:0	DF[2]:5	DF[3]:10	DF[4]:21	TTF[0]:0	TTF[1]:0	TTF[2]:5	TTF[3]:10	TTF[4]:21
feature: aplicacion	DF[0]:1	DF[1]:3	DF[2]:1	DF[3]:16	DF[4]:36	TTF[0]:1	TTF[1]:3	TTF[2]:1	TTF[3]:18	TTF[4]:45
feature: lineup	DF[0]:1	DF[1]:5	DF[2]:3	DF[3]:24	DF[4]:61	TTF[0]:1	TTF[1]:5	TTF[2]:3	TTF[3]:32	TTF[4]:61
feature: seenth	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: 1058	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: bacon	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: workforc	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:5
feature: esperaba	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:5
feature: imagen	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:4	TTF[4]:5
feature: lessen	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:5
feature: linear	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:5
feature: lingo	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:4	TTF[4]:5
feature: 1a	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: mourn	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: transplant	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:4	DF[4]:5	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:4	TTF[4]:5
feature: zynga	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:8	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:8	TTF[4]:10
feature: computerlaptop	DF[0]:0	DF[1]:0	DF[2]:2	DF[3]:8	DF[4]:10	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:8	TTF[4]:10
feature: nonenglish	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:5
feature: grammat	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:5
feature: punto	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:5
feature: standards	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:5
feature: reviewmi	DF[0]:1	DF[1]:0	DF[2]:0	DF[3]:5	DF[4]:4	TTF[0]:1	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:4
feature: cloudth	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:5	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:1	TTF[3]:5	TTF[4]:4
feature: filesystem	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:5	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:3	TTF[3]:5	TTF[4]:4
feature: gs4	DF[0]:0	DF[1]:0	DF[2]:1	DF[3]:5	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:2	TTF[3]:6	TTF[4]:5
feature: wardrob	DF[0]:0	DF[1]:1	DF[2]:0	DF[3]:5	DF[4]:4	TTF[0]:0	TTF[1]:1	TTF[2]:0	TTF[3]:5	TTF[4]:4
feature: ra	DF[0]:4	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:5
feature: illog	DF[0]:4	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:5	TTF[0]:6	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:5
feature: prevail	DF[0]:4	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:5	TTF[0]:4	TTF[1]:0	TTF[2]:2	TTF[3]:0	TTF[4]:5
feature: 1224	DF[0]:4	DF[1]:1	DF[2]:0	DF[3]:0	DF[4]:5	TTF[0]:4	TTF[1]:1	TTF[2]:0	TTF[3]:0	TTF[4]:5
feature: headquart	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:4	TTF[0]:6	TTF[1]:0	TTF[2]:0	TTF[3]:1	TTF[4]:4
feature: telecom	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:1	DF[4]:4	TTF[0]:17	TTF[1]:0	TTF[2]:0	TTF[3]:3	TTF[4]:8
feature: screenaft	DF[0]:5	DF[1]:0	DF[2]:1	DF[3]:0	DF[4]:4	TTF[0]:7	TTF[1]:0	TTF[2]:1	TTF[3]:0	TTF[4]:4
feature: lync	DF[0]:0	DF[1]:0	DF[2]:5	DF[3]:1	DF[4]:4	TTF[0]:0	TTF[1]:0	TTF[2]:5	TTF[3]:1	TTF[4]:5
feature: sprang	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:5	DF[4]:1	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:1
feature: magazinesnewspap	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:1	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:4	TTF[4]:1
feature: bling	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:4	DF[4]:1	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:1
feature: barney	DF[0]:0	DF[1]:5	DF[2]:1	DF[3]:0	DF[4]:4	TTF[0]:0	TTF[1]:5	TTF[2]:1	TTF[3]:0	TTF[4]:4
feature: thump	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:5	DF[4]:1	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:7	TTF[4]:1
feature: hallway	DF[0]:1	DF[1]:0	DF[2]:4	DF[3]:5	DF[4]:0	TTF[0]:1	TTF[1]:0	TTF[2]:4	TTF[3]:5	TTF[4]:0
feature: guaranti	DF[0]:5	DF[1]:0	DF[2]:4	DF[3]:0	DF[4]:1	TTF[0]:5	TTF[1]:0	TTF[2]:4	TTF[3]:0	TTF[4]:1
feature: solicit	DF[0]:1	DF[1]:0	DF[2]:5	DF[3]:4	DF[4]:0	TTF[0]:1	TTF[1]:0	TTF[2]:5	TTF[3]:4	TTF[4]:0
feature: air1	DF[0]:5	DF[1]:0	DF[2]:4	DF[3]:1	DF[4]:0	TTF[0]:5	TTF[1]:0	TTF[2]:4	TTF[3]:1	TTF[4]:0
feature: it3	DF[0]:0	DF[1]:5	DF[2]:1	DF[3]:4	DF[4]:0	TTF[0]:0	TTF[1]:5	TTF[2]:1	TTF[3]:4	TTF[4]:0
feature: unbroken	DF[0]:5	DF[1]:4	DF[2]:0	DF[3]:1	DF[4]:0	TTF[0]:5	TTF[1]:4	TTF[2]:0	TTF[3]:1	TTF[4]:0
feature: repar	DF[0]:4	DF[1]:5	DF[2]:0	DF[3]:1	DF[4]:0	TTF[0]:4	TTF[1]:5	TTF[2]:0	TTF[3]:1	TTF[4]:0
feature: toronto	DF[0]:0	DF[1]:4	DF[2]:5	DF[3]:1	DF[4]:0	TTF[0]:0	TTF[1]:4	TTF[2]:5	TTF[3]:1	TTF[4]:0
feature: kndle	DF[0]:2	DF[1]:3	DF[2]:0	DF[3]:1	DF[4]:13	TTF[0]:2	TTF[1]:3	TTF[2]:0	TTF[3]:1	TTF[4]:13
feature: 5hrs	DF[0]:1	DF[1]:0	DF[2]:2	DF[3]:13	DF[4]:3	TTF[0]:1	TTF[1]:0	TTF[2]:2	TTF[3]:13	TTF[4]:3
feature: cal	DF[0]:3	DF[1]:0	DF[2]:2	DF[3]:2	DF[4]:16	TTF[0]:5	TTF[1]:0	TTF[2]:2	TTF[3]:2	TTF[4]:19
feature: srs	DF[0]:0	DF[1]:2	DF[2]:2	DF[3]:3	DF[4]:16	TTF[0]:0	TTF[1]:2	TTF[2]:2	TTF[3]:4	TTF[4]:17
feature: casestand	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:14	DF[4]:20	TTF[0]:0	TTF[1]:0	TTF[2]:4	TTF[3]:14	TTF[4]:20
feature: proud	DF[0]:10	DF[1]:4	DF[2]:6	DF[3]:43	DF[4]:130	TTF[0]:10	TTF[1]:4	TTF[2]:8	TTF[3]:43	TTF[4]:130
feature: nod	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:6	DF[4]:15	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:6	TTF[4]:15
feature: soc	DF[0]:0	DF[1]:0	DF[2]:4	DF[3]:6	DF[4]:15	TTF[0]:0	TTF[1]:0	TTF[2]:7	TTF[3]:7	TTF[4]:15
feature: apostroph	DF[0]:0	DF[1]:3	DF[2]:0	DF[3]:13	DF[4]:15	TTF[0]:0	TTF[1]:3	TTF[2]:0	TTF[3]:13	TTF[4]:24
feature: sandisk	DF[0]:3	DF[1]:2	DF[2]:13	DF[3]:28	DF[4]:97	TTF[0]:4	TTF[1]:2	TTF[2]:20	TTF[3]:30	TTF[4]:108
feature: prefect	DF[0]:1	DF[1]:0	DF[2]:6	DF[3]:11	DF[4]:33	TTF[0]:1	TTF[1]:0	TTF[2]:6	TTF[3]:11	TTF[4]:33
feature: joy	DF[0]:21	DF[1]:11	DF[2]:21	DF[3]:90	DF[4]:322	TTF[0]:21	TTF[1]:11	TTF[2]:21	TTF[3]:95	TTF[4]:337
feature: youth	DF[0]:2	DF[1]:1	DF[2]:8	DF[3]:7	DF[4]:43	TTF[0]:2	TTF[1]:1	TTF[2]:8	TTF[3]:7	TTF[4]:43
feature: monster	DF[0]:0	DF[1]:4	DF[2]:6	DF[3]:34	DF[4]:68	TTF[0]:0	TTF[1]:4	TTF[2]:8	TTF[3]:43	TTF[4]:68
feature: thema	DF[0]:0	DF[1]:6	DF[2]:0	DF[3]:5	DF[4]:17	TTF[0]:0	TTF[1]:6	TTF[2]:0	TTF[3]:5	TTF[4]:17
feature: fhd	DF[0]:3	DF[1]:1	DF[2]:9	DF[3]:9	DF[4]:53	TTF[0]:3	TTF[1]:2	TTF[2]:11	TTF[3]:10	TTF[4]:64
feature: bm	DF[0]:1	DF[1]:0	DF[2]:1	DF[3]:1	DF[4]:7	TTF[0]:1	TTF[1]:0	TTF[2]:1	TTF[3]:1	TTF[4]:7
feature: kludgi	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:1	DF[4]:7	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:1	TTF[4]:7
feature: onthi	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:1	DF[4]:7	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:1	TTF[4]:7
feature: k3	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:1	DF[4]:7	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:2	TTF[4]:9
feature: ipadmini	DF[0]:1	DF[1]:1	DF[2]:1	DF[3]:0	DF[4]:7	TTF[0]:1	TTF[1]:1	TTF[2]:1	TTF[3]:0	TTF[4]:11
feature: lullabi	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:7	DF[4]:1	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:7	TTF[4]:1
feature: 7in	DF[0]:0	DF[1]:3	DF[2]:3	DF[3]:31	DF[4]:45	TTF[0]:0	TTF[1]:3	TTF[2]:4	TTF[3]:31	TTF[4]:53
feature: waist	DF[0]:52	DF[1]:9	DF[2]:2	DF[3]:0	DF[4]:16	TTF[0]:53	TTF[1]:9	TTF[2]:2	TTF[3]:0	TTF[4]:16
feature: classi	DF[0]:3	DF[1]:6	DF[2]:0	DF[3]:18	DF[4]:51	TTF[0]:3	TTF[1]:9	TTF[2]:0	TTF[3]:18	TTF[4]:53
feature: purchac	DF[0]:18	DF[1]:0	DF[2]:0	DF[3]:9	DF[4]:4	TTF[0]:21	TTF[1]:0	TTF[2]:0	TTF[3]:14	TTF[4]:4
feature: hdmiout	DF[0]:2	DF[1]:0	DF[2]:1	DF[3]:6	DF[4]:17	TTF[0]:2	TTF[1]:0	TTF[2]:1	TTF[3]:7	TTF[4]:17
feature: mundan	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:10	DF[4]:15	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:11	TTF[4]:15
feature: scientist	DF[0]:4	DF[1]:0	DF[2]:0	DF[3]:5	DF[4]:14	TTF[0]:4	TTF[1]:0	TTF[2]:0	TTF[3]:5	TTF[4]:14
feature: mucha	DF[0]:1	DF[1]:1	DF[2]:4	DF[3]:5	DF[4]:27	TTF[0]:1	TTF[1]:1	TTF[2]:4	TTF[3]:5	TTF[4]:28
feature: tweek	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:14	DF[4]:14	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:17	TTF[4]:14
feature: context	DF[0]:1	DF[1]:1	DF[2]:6	DF[3]:6	DF[4]:33	TTF[0]:1	TTF[1]:1	TTF[2]:6	TTF[3]:8	TTF[4]:33
feature: avid	DF[0]:18	DF[1]:10	DF[2]:14	DF[3]:77	DF[4]:265	TTF[0]:18	TTF[1]:12	TTF[2]:14	TTF[3]:79	TTF[4]:269
feature: playtim	DF[0]:5	DF[1]:0	DF[2]:0	DF[3]:3	DF[4]:12	TTF[0]:5	TTF[1]:0	TTF[2]:0	TTF[3]:3	TTF[4]:12
feature: facetofac	DF[0]:3	DF[1]:0	DF[2]:0	DF[3]:12	DF[4]:5	TTF[0]:3	TTF[1]:0	TTF[2]:0	TTF[3]:12	TTF[4]:5
feature: 10in	DF[0]:2	DF[1]:1	DF[2]:0	DF[3]:18	DF[4]:22	TTF[0]:2	TTF[1]:1	TTF[2]:0	TTF[3]:19	TTF[4]:39
feature: siri	DF[0]:12	DF[1]:19	DF[2]:15	DF[3]:104	DF[4]:313	TTF[0]:15	TTF[1]:31	TTF[2]:38	TTF[3]:156	TTF[4]:465
feature: lighten	DF[0]:5	DF[1]:8	DF[2]:5	DF[3]:30	DF[4]:110	TTF[0]:7	TTF[1]:20	TTF[2]:5	TTF[3]:33	TTF[4]:112
feature: tome	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:2	DF[4]:9	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:2	TTF[4]:9
feature: screwdriv	DF[0]:2	DF[1]:1	DF[2]:0	DF[3]:1	DF[4]:9	TTF[0]:2	TTF[1]:1	TTF[2]:0	TTF[3]:1	TTF[4]:9
feature: spew	DF[0]:0	DF[1]:2	DF[2]:1	DF[3]:1	DF[4]:9	TTF[0]:0	TTF[1]:2	TTF[2]:1	TTF[3]:1	TTF[4]:9
feature: preliminari	DF[0]:1	DF[1]:1	DF[2]:0	DF[3]:9	DF[4]:2	TTF[0]:1	TTF[1]:1	TTF[2]:0	TTF[3]:12	TTF[4]:2
feature: coolth	DF[0]:0	DF[1]:1	DF[2]:1	DF[3]:9	DF[4]:2	TTF[0]:0	TTF[1]:1	TTF[2]:1	TTF[3]:15	TTF[4]:2
feature: misl	DF[0]:0	DF[1]:2	DF[2]:1	DF[3]:9	DF[4]:1	TTF[0]:0	TTF[1]:2	TTF[2]:1	TTF[3]:9	TTF[4]:1
feature: 39	DF[0]:2	DF[1]:0	DF[2]:1	DF[3]:14	DF[4]:22	TTF[0]:2	TTF[1]:0	TTF[2]:1	TTF[3]:21	TTF[4]:24
